;lon,lat,descr
9.44655, 42.68396, "Num 1168"
-6.98919, 42.68752, "Num 22236"
-6.98924, 42.68763, "Num 3209"
2.82686, 42.68993, "Num 54717"
-7.7693, 42.70806, "Num 48532"
-8.6658, 42.72982, "Num 48535"
2.8875, 42.73972, "Num 204"
-7.05239, 42.74384, "Num 3202"
2.89969, 42.76709, "Num 2636"
-8.64925, 42.78707, "Num 48534"
3.02998, 42.80125, "Num 1674"
-8.6133, 42.80662, "Num 22240"
-8.61341, 42.80667, "Num 3281"
2.96005, 42.82757, "Num 47674"
-2.70302, 42.83596, "Num 22179"
-2.70292, 42.83613, "Num 22180"
-2.89349, 42.85165, "Num 3436"
-2.70108, 42.85407, "Num 22177"
-2.70135, 42.85411, "Num 22176"
-2.66883, 42.86108, "Num 48481"
-2.6685, 42.86117, "Num 48480"
-7.15138, 42.86279, "Num 3203"
-2.6976, 42.86784, "Num 48484"
-2.69292, 42.87217, "Num 48483"
-2.69288, 42.87237, "Num 48482"
-7.30598, 42.90938, "Num 3204"
-8.29003, 42.98873, "Num 48531"
-2.87293, 42.99009, "Num 3435"
0.3758, 43.0081, "Num 2107"
1.89723, 43.03492, "Num 32336"
-7.58475, 43.04478, "Num 3207"
-2.71016, 43.06414, "Num 22173"
2.94389, 43.08278, "Num 203"
-2.74098, 43.08872, "Num 22170"
-3.40736, 43.09584, "Num 48485"
1.65915, 43.09676, "Num 50181"
-3.2761, 43.0976, "Num 48973"
-7.61503, 43.108, "Num 5698"
6.12003, 43.1134, "Num 1144"
0.43028, 43.11681, "Num 47549"
5.95029, 43.12052, "Num 211"
5.8982, 43.12563, "Num 676"
3.06025, 43.12726, "Num 932"
5.97563, 43.12789, "Num 296"
0.31168, 43.13936, "Num 329"
3.05107, 43.1424, "Num 931"
-2.01211, 43.16938, "Num 22154"
-2.92058, 43.16991, "Num 3432"
0.97532, 43.17317, "Num 2765"
-2.91954, 43.17333, "Num 3431"
0.97536, 43.17368, "Num 2764"
-0.55, 43.17555, "Num 169"
-7.74437, 43.17892, "Num 3205"
-7.82747, 43.18478, "Num 3206"
3.06753, 43.19103, "Num 1295"
2.4154, 43.19189, "Num 2088"
-7.96896, 43.19237, "Num 22237"
2.36965, 43.19258, "Num 1475"
-5.78896, 43.19771, "Num 52897"
-2.03711, 43.19949, "Num 22153"
1.60918, 43.20281, "Num 928"
-2.02935, 43.21287, "Num 22150"
-2.0293, 43.21297, "Num 22152"
5.81162, 43.21833, "Num 2529"
-2.88932, 43.23126, "Num 3429"
-2.89054, 43.23157, "Num 3430"
-2.89711, 43.23229, "Num 3428"
-2.89982, 43.23254, "Num 3427"
-2.90818, 43.23352, "Num 3425"
-2.90859, 43.23378, "Num 3426"
-2.92718, 43.24084, "Num 3424"
0.01037, 43.24116, "Num 301"
-8.17131, 43.24329, "Num 48530"
-2.94288, 43.24938, "Num 3417"
0.07203, 43.2569, "Num 831"
-2.95314, 43.25751, "Num 3418"
-2.96411, 43.26735, "Num 3419"
-2.96532, 43.26864, "Num 3420"
-2.96765, 43.27208, "Num 3421"
-2.97283, 43.27419, "Num 3422"
6.07162, 43.27555, "Num 2451"
-2.98121, 43.27826, "Num 3423"
-2.0014, 43.28348, "Num 22149"
5.40482, 43.28431, "Num 691"
-2.99974, 43.28629, "Num 3434"
-1.99819, 43.28907, "Num 22148"
-2.98546, 43.29049, "Num 3416"
-3.00949, 43.29081, "Num 3433"
-5.68032, 43.29736, "Num 48523"
-2.9664, 43.29778, "Num 3415"
-2.96003, 43.30159, "Num 22159"
3.44252, 43.30651, "Num 210"
-1.93415, 43.31048, "Num 22143"
-1.93744, 43.31065, "Num 22146"
