;lon,lat,descr
4.49339, 52.14878, "[ZH][LEIDEN-027]Lammenschansweg ( N52.14878 E4.49339 ) "
4.49411, 52.14998, "[ZH][LEIDEN-017]Lammenschansweg ( N52.14998 E4.49411 ) "
4.51509, 51.91599, "[ZH][ROTTERDAM-004]Maasboulevard ( N51.91599 E4.51509 ) "
4.536, 52.14158, "[ZH][LEIDERDORP-001]Achthovenerweg ( N52.14158 E4.536 ) "
4.55236, 52.25298, "[ZH][LISSE-003]Eerste Poellaan ( N52.25298 E4.55236 ) "
4.56383, 52.26348, "[ZH][LISSE-002]Oranjelaan ( N52.26348 E4.56383 ) "
4.56716, 52.25636, "[ZH][LISSE-001]Kanaalstraat  ( N52.25636 E4.56716 ) "
4.56792, 52.24853, "[ZH][LISSE-004]Lisserdijk ( N52.24853 E4.56792 ) "
4.57261, 52.28161, "[ZH][HILLEGOM-001]Leidsestraat ( N52.28161 E4.57261 ) "
4.57358, 51.94273, "[ZH][CAPELLEADIJSSEL-011]Capelseweg ( N51.94273 E4.57358 ) "
4.57641, 51.94039, "[ZH][CAPELLEADIJSSEL-010]Capelseweg ( N51.94039 E4.57641 ) "
4.59115, 52.28415, "[NH][BEINSDORP-002]Hillegommerdijk ( N52.28415 E4.59115 ) "
4.59556, 52.29, "[NH][BEINSDORP-001]Hillegommerdijk  ( N52.29 E4.59556 ) "
4.59736, 51.98491, "[ZH][ROTTERDAM-041]Groeneweg ( N51.98491 E4.59736 ) "
4.598, 51.93757, "[ZH][CAPELEADIJSSEL-008]Westerlengte ( N51.93757 E4.598 ) "
5.06747, 51.31762, "[AW][ARENDONK-002]Bergen ( N51.31762 E5.06747 ) "
5.01531, 51.38934, "[AW][EEL-001]Vooreel ( N51.38934 E5.01531 ) "
5.06344, 51.53936, "[NB][TILBURG-007]Goirleseweg ( N51.53936 E5.06344 ) "
5.06333, 51.55471, "[NB][TILBURG-041]Ringbaan West ( N51.55471 E5.06333 ) "
5.06145, 51.55642, "[NB][TILBURG-042]Bredaseweg ( N51.55642 E5.06145 ) "
4.65352, 51.56429, "[NB][ETTENLEUR-004]Couperuslaan ( N51.56429 E4.65352 ) "
5.04087, 51.57373, "[NB][TILBURG-014]Baden Powelllaan ( N51.57373 E5.04087 ) "
5.03993, 51.57403, "[NB][TILBURG-013]Baden Powelllaan ( N51.57403 E5.03993 ) "
4.76888, 51.57408, "[NB][BREDA-012]Graaf Hendrik III laan ( N51.57408 E4.76888 ) "
4.80734, 51.57411, "[NB][BREDA-005]Zwijnsbergenstraat ( N51.57411 E4.80734 ) "
4.76958, 51.57536, "[NB][BREDA-013]Graaf Hendrik III laan ( N51.57536 E4.76958 ) "
4.74946, 51.57544, "[NB][BREDA-008]Dr Struykenstraat ( N51.57544 E4.74946 ) "
4.65095, 51.57587, "[NB][ETTENLEUR-005]Schoonhout ( N51.57587 E4.65095 ) "
5.05853, 51.57589, "[NB][TILBURG-012]Rueckertbaan ( N51.57589 E5.05853 ) "
5.05671, 51.57623, "[NB][TILBURG-011]Rueckertbaan ( N51.57623 E5.05671 ) "
4.76616, 51.57886, "[NB][BREDA-014]Julianalaan ( N51.57886 E4.76616 ) "
